step,time_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
50,12.500000,4,5.435652e-13,2.131628e-14,3.410071e-16,1.499513e-20,3.429760e-11
51,12.750000,4,7.496226e-13,2.042810e-14,2.728844e-16,8.206955e-20,-8.670000e-11
52,13.000000,4,5.009326e-13,1.687539e-14,3.372081e-16,-8.050783e-20,6.031152e-11
53,13.250000,4,6.075140e-13,1.820766e-14,3.412973e-16,-1.744358e-20,3.219647e-11
54,13.500000,4,4.334311e-13,2.042810e-14,3.413925e-16,-2.485512e-20,1.581445e-11
55,13.750000,4,5.009326e-13,1.731948e-14,3.414875e-16,-5.522258e-20,5.498527e-11
56,14.000000,4,3.801404e-13,1.909584e-14,2.732637e-16,1.043703e-19,-4.892099e-11
57,14.250000,4,5.329071e-13,1.687539e-14,3.416662e-16,-9.020239e-20,4.545640e-11
58,14.500000,4,3.232969e-13,1.731948e-14,3.417639e-16,5.056390e-20,5.621252e-11
59,14.750000,4,4.085621e-13,1.554312e-14,3.418495e-16,9.816318e-20,-6.275634e-11
60,15.000000,4,4.476419e-13,1.687539e-14,3.373673e-16,-1.005852e-20,1.569780e-11
61,15.250000,4,4.654055e-13,1.731948e-14,3.373757e-16,1.160700e-20,6.348019e-12
62,15.500000,4,3.375078e-13,1.731948e-14,3.421228e-16,-8.385626e-20,2.767411e-12
63,15.750000,4,4.156675e-13,1.554312e-14,3.422103e-16,-9.290893e-21,4.121094e-11
64,16.000000,4,3.659295e-13,1.554312e-14,3.422969e-16,5.820705e-20,1.158972e-10
65,16.250000,4,6.181722e-13,1.865175e-14,3.423835e-16,7.690133e-20,8.349725e-11
66,16.500000,4,4.369838e-13,1.376677e-14,3.424701e-16,-1.174729e-19,-6.859029e-11
67,16.750000,4,3.126388e-13,1.776357e-14,3.425547e-16,-4.239135e-20,4.805323e-11
68,17.000000,4,4.121148e-13,1.865175e-14,3.426388e-16,5.935848e-21,-7.125527e-11
69,17.250000,4,4.618528e-13,1.509903e-14,3.427229e-16,5.325720e-20,7.120707e-11
70,17.500000,4,4.050094e-13,1.731948e-14,2.742456e-16,6.724648e-20,-7.155290e-12
71,17.750000,4,5.258016e-13,1.421085e-14,3.428843e-16,2.926896e-20,4.206643e-11
72,18.000000,4,5.755396e-13,1.509903e-14,3.429708e-16,-1.188493e-20,1.186815e-11
73,18.250000,4,3.552714e-13,1.731948e-14,3.430525e-16,-7.767557e-20,6.417147e-11
74,18.500000,4,3.730349e-13,1.465494e-14,3.431294e-16,1.318195e-20,1.268596e-12
75,18.750000,4,5.826450e-13,1.332268e-14,3.432143e-16,-6.556564e-20,1.127769e-10
76,19.000000,4,5.258016e-13,1.154632e-14,3.432937e-16,3.990319e-20,-5.668101e-11
77,19.250000,4,5.186962e-13,1.243450e-14,3.433731e-16,8.720469e-20,1.131491e-10
78,19.500000,4,4.973799e-13,1.243450e-14,3.434525e-16,6.755749e-20,4.662619e-11
79,19.750000,4,3.979039e-13,1.287859e-14,3.435310e-16,5.404467e-20,-6.589340e-12
80,20.000000,4,4.618528e-13,1.598721e-14,3.436082e-16,1.505667e-19,6.010438e-11
81,20.250000,4,4.334311e-13,1.332268e-14,3.436855e-16,-1.117686e-19,-1.624523e-11
82,20.500000,4,3.161915e-13,1.332268e-14,3.377467e-16,-6.631342e-20,-5.519762e-11
83,20.750000,4,5.080381e-13,1.421085e-14,3.438398e-16,-5.708870e-20,1.537384e-11
84,21.000000,4,3.552714e-13,1.554312e-14,3.439151e-16,-2.445808e-20,4.638077e-11
85,21.250000,4,4.760636e-13,1.687539e-14,2.751922e-16,-2.508012e-20,1.113183e-10
86,21.500000,4,6.004086e-13,1.110223e-14,3.440613e-16,1.621936e-20,1.833895e-10
87,21.750000,4,5.080381e-13,1.421085e-14,2.753126e-16,-2.042805e-20,-8.167099e-11
88,22.000000,4,3.872458e-13,1.376677e-14,3.442107e-16,-7.332129e-21,2.645134e-12
89,22.250000,4,5.080381e-13,1.243450e-14,2.754304e-16,9.859993e-22,-7.542482e-11
90,22.500000,4,4.583001e-13,1.199041e-14,2.754891e-16,1.609230e-19,-5.411607e-11
91,22.750000,4,4.085621e-13,1.376677e-14,3.444346e-16,1.189155e-20,-2.602131e-11
92,23.000000,4,3.943512e-13,1.110223e-14,3.445078e-16,-6.686266e-20,1.402820e-11
93,23.250000,4,3.481659e-13,1.110223e-14,4.134952e-16,-5.671150e-20,-7.019856e-11
94,23.500000,4,3.552714e-13,1.154632e-14,3.446507e-16,-1.523998e-20,-6.598967e-11
95,23.750000,4,4.938272e-13,1.332268e-14,3.447222e-16,-6.291867e-20,-4.060047e-11
96,24.000000,4,4.227729e-13,1.065814e-14,3.447935e-16,1.204243e-19,1.031285e-11
97,24.250000,3,6.036061e-12,9.942269e-11,3.448646e-16,6.140327e-20,-1.085797e-11
98,24.500000,3,5.726974e-12,9.854562e-11,3.449342e-16,-1.508844e-19,-8.228739e-11
99,24.750000,3,5.751843e-12,9.767520e-11,2.760031e-16,3.288870e-20,-7.592947e-11
100,25.000000,3,5.883294e-12,9.681411e-11,3.450697e-16,3.948629e-20,2.001026e-11
101,25.250000,3,5.510259e-12,9.596102e-11,3.451431e-16,-1.532468e-19,7.008513e-11
102,25.500000,3,6.142642e-12,9.512169e-11,3.380379e-16,-3.196226e-21,-1.819578e-11
103,25.750000,3,5.737633e-12,9.428991e-11,3.452802e-16,-1.721197e-20,-3.506917e-14
104,26.000000,3,5.865530e-12,9.347279e-11,3.453445e-16,-5.975553e-21,1.869171e-10
105,26.250000,3,6.014744e-12,9.265655e-11,3.454161e-16,8.791937e-20,1.060503e-10
106,26.500000,3,5.996981e-12,9.185186e-11,3.454840e-16,-1.546497e-20,-2.239639e-11
107,26.750000,3,6.050271e-12,9.105827e-11,3.455514e-16,3.626360e-21,1.871219e-10
108,27.000000,3,5.780265e-12,9.026691e-11,2.764942e-16,-1.904434e-19,1.022669e-10
109,27.250000,3,5.940137e-12,8.948753e-11,3.456806e-16,-7.388377e-20,1.462633e-11
110,27.500000,3,5.918821e-12,8.872014e-11,3.457469e-16,-1.485815e-19,2.774482e-11
111,27.750000,3,5.773160e-12,8.795586e-11,3.458167e-16,-1.078511e-19,-3.807138e-11
112,28.000000,3,6.110668e-12,8.720002e-11,3.458828e-16,-6.842438e-21,-5.888945e-11
113,28.250000,3,5.908163e-12,8.645262e-11,3.459476e-16,1.700485e-19,1.020045e-12
114,28.500000,3,6.060930e-12,8.571233e-11,3.460124e-16,-1.066997e-19,2.289387e-11
115,28.750000,3,5.815792e-12,8.497913e-11,2.768617e-16,-2.136773e-20,-2.023967e-11
116,29.000000,3,6.043166e-12,8.425127e-11,3.461419e-16,-1.362532e-20,-4.671520e-11
117,29.250000,3,5.673684e-12,8.353718e-11,3.462066e-16,-1.361539e-19,4.366037e-11
118,29.500000,3,5.766054e-12,8.282131e-11,3.462701e-16,-1.072357e-19,-7.170653e-11
119,29.750000,3,6.618706e-12,8.211387e-11,2.770667e-16,2.660213e-20,1.367723e-11
120,30.000000,3,6.135537e-12,8.141976e-11,3.463967e-16,-3.754738e-20,-1.653379e-11
121,30.250000,3,6.185275e-12,8.072387e-11,2.771680e-16,-2.316767e-20,-3.065125e-11
122,30.500000,3,6.338041e-12,8.003997e-11,3.465200e-16,2.887853e-20,-1.217174e-10
123,30.750000,3,5.929479e-12,7.936451e-11,3.465858e-16,3.546289e-20,-1.398825e-10
124,31.000000,3,6.021850e-12,7.868861e-11,3.466446e-16,1.410111e-19,-1.727170e-10
125,31.250000,3,6.288303e-12,7.802337e-11,3.383272e-16,2.012365e-20,-1.304229e-11
126,31.500000,3,6.085799e-12,7.736078e-11,2.774172e-16,3.246518e-20,-9.189657e-11
127,31.750000,3,6.309619e-12,7.670353e-11,3.468333e-16,5.863056e-21,1.280523e-10
128,32.000000,3,5.968559e-12,7.605383e-11,3.468951e-16,-8.741645e-21,-7.048506e-11
129,32.250000,3,6.053824e-12,7.541168e-11,3.469557e-16,1.760240e-20,-2.720033e-11
130,32.500000,3,6.128431e-12,7.477219e-11,3.470162e-16,9.264423e-22,8.109335e-11
131,32.750000,3,6.341594e-12,7.413892e-11,3.470767e-16,-1.177111e-19,4.480027e-12
132,33.000000,3,6.178169e-12,7.351586e-11,3.471372e-16,-6.229001e-20,-1.148446e-10
133,33.250000,3,6.270540e-12,7.289147e-11,3.471947e-16,2.022291e-20,3.312178e-11
134,33.500000,3,6.366463e-12,7.227197e-11,2.778063e-16,-7.033020e-20,-3.591960e-12
135,33.750000,3,6.288303e-12,7.166179e-11,3.473170e-16,-8.656280e-20,7.495976e-12
136,34.000000,3,6.277645e-12,7.105649e-11,3.384517e-16,-1.686257e-19,6.314754e-12
137,34.250000,3,6.561862e-12,7.045209e-11,3.474354e-16,3.333869e-20,2.792744e-11
138,34.500000,3,6.359357e-12,6.985656e-11,2.779956e-16,3.612463e-20,-3.847814e-11
139,34.750000,3,6.661338e-12,6.926326e-11,3.475537e-16,-1.635832e-20,1.111488e-10
140,35.000000,3,6.092904e-12,6.867262e-11,2.780898e-16,5.068963e-21,-8.447804e-11
141,35.250000,3,6.597389e-12,6.809309e-11,2.781362e-16,-1.507652e-19,1.091788e-10
142,35.500000,3,6.654233e-12,6.751621e-11,3.477282e-16,-2.206984e-19,3.692663e-11
143,35.750000,3,6.590284e-12,6.694112e-11,2.782289e-16,4.341044e-21,-1.533521e-11
144,36.000000,3,6.377121e-12,6.637269e-11,3.478440e-16,-3.071818e-20,1.276876e-11
145,36.250000,3,6.565415e-12,6.580558e-11,3.479018e-16,-5.419687e-21,7.307116e-11
146,36.500000,3,6.483702e-12,6.524292e-11,3.479591e-16,5.482553e-20,-1.923425e-11
147,36.750000,3,6.423306e-12,6.469092e-11,2.784127e-16,-1.401509e-19,-5.911058e-11
148,37.000000,3,6.028955e-12,6.413536e-11,3.480726e-16,6.553256e-20,6.067646e-12
149,37.250000,3,6.579626e-12,6.358958e-11,2.785034e-16,8.139457e-20,8.368883e-11
150,37.500000,3,6.746603e-12,6.304601e-11,2.785487e-16,-5.574536e-20,-9.779350e-11
151,37.750000,3,6.746603e-12,6.250422e-11,3.386095e-16,8.631795e-20,-1.461220e-11
152,38.000000,3,6.764367e-12,6.196599e-11,3.482988e-16,1.269888e-20,8.553364e-11
153,38.250000,3,6.696865e-12,6.143575e-11,3.386229e-16,-6.129739e-20,-1.971918e-10
154,38.500000,3,6.835421e-12,6.090595e-11,3.386396e-16,-4.966392e-20,-1.267682e-10
155,38.750000,3,6.920686e-12,6.038237e-11,2.787723e-16,4.550155e-20,-7.610199e-11
156,39.000000,3,6.714629e-12,5.986012e-11,3.485209e-16,-7.239485e-21,-8.207768e-11
157,39.250000,3,6.462386e-12,5.934142e-11,3.485764e-16,-5.021979e-20,3.376135e-11
158,39.500000,3,6.277645e-12,5.882894e-11,3.486316e-16,3.691211e-20,-4.303316e-11
159,39.750000,3,6.973977e-12,5.832046e-11,2.789488e-16,-2.409213e-19,-6.472603e-11
160,40.000000,3,6.259882e-12,5.781464e-11,2.789923e-16,6.938391e-20,-1.785515e-10
161,40.250000,3,6.888712e-12,5.731149e-11,3.487948e-16,-6.465905e-20,-2.287842e-11
162,40.500000,3,6.671996e-12,5.681011e-11,2.790794e-16,1.649067e-20,4.737788e-11
163,40.750000,3,6.370016e-12,5.631673e-11,3.489036e-16,-4.357587e-20,-6.769194e-11
164,41.000000,3,6.938450e-12,5.581891e-11,4.187495e-16,-3.418572e-20,-1.923270e-11
165,41.250000,3,7.084111e-12,5.533041e-11,3.490090e-16,-1.144421e-19,-8.350776e-11
166,41.500000,3,6.942003e-12,5.484369e-11,3.490623e-16,1.258109e-19,-3.575379e-11
167,41.750000,3,6.835421e-12,5.436229e-11,3.491180e-16,-1.201132e-19,-5.984560e-11
168,42.000000,3,6.728840e-12,5.388312e-11,3.491713e-16,8.510034e-21,9.220213e-11
169,42.250000,3,6.863843e-12,5.340173e-11,3.492222e-16,8.404155e-21,6.587722e-11
170,42.500000,3,6.817658e-12,5.292700e-11,3.492755e-16,-5.243002e-20,-1.171616e-11
171,42.750000,3,6.863843e-12,5.245759e-11,3.493285e-16,-4.729488e-20,-1.166452e-10
172,43.000000,3,6.377121e-12,5.199130e-11,2.795064e-16,-6.901995e-20,-3.494760e-11
173,43.250000,3,7.208456e-12,5.152367e-11,2.795482e-16,-1.811856e-20,6.733519e-11
174,43.500000,3,6.508571e-12,5.105916e-11,3.494852e-16,1.025704e-20,2.307998e-11
175,43.750000,3,6.291856e-12,5.059997e-11,2.796318e-16,-2.352502e-20,4.890530e-11
176,44.000000,3,6.849632e-12,5.014744e-11,2.796735e-16,8.331363e-21,-2.419134e-11
177,44.250000,3,6.576073e-12,4.969314e-11,3.496441e-16,-2.433234e-20,6.124246e-11
178,44.500000,3,7.069900e-12,4.924194e-11,3.496956e-16,8.442536e-20,5.428319e-11
179,44.750000,3,6.554757e-12,4.879519e-11,3.497468e-16,-5.295941e-20,1.401682e-11
180,45.000000,3,6.515677e-12,4.834666e-11,2.798385e-16,-9.121486e-20,-3.465259e-11
181,45.250000,3,7.069900e-12,4.790301e-11,3.498493e-16,-9.643602e-20,6.421913e-11
182,45.500000,3,6.277645e-12,4.746514e-11,3.499005e-16,2.304856e-20,8.275658e-12
183,45.750000,3,6.643575e-12,4.702594e-11,2.799613e-16,-1.412560e-19,2.424577e-11
184,46.000000,3,7.247536e-12,4.659295e-11,3.500028e-16,7.295071e-20,-6.761045e-11
185,46.250000,3,6.536993e-12,4.615819e-11,3.500531e-16,2.591391e-20,1.564107e-11
186,46.500000,3,6.963319e-12,4.572920e-11,2.800827e-16,-8.764144e-20,1.533626e-11
187,46.750000,3,6.750156e-12,4.530509e-11,2.801229e-16,4.202078e-21,5.661596e-11
188,47.000000,3,7.069900e-12,4.487610e-11,3.502039e-16,-7.170002e-20,7.907730e-11
189,47.250000,3,6.487255e-12,4.445377e-11,2.802033e-16,-5.985479e-20,-4.167391e-11
190,47.500000,3,6.981082e-12,4.403500e-11,3.389595e-16,-5.813425e-20,7.360648e-11
191,47.750000,3,6.725287e-12,4.361533e-11,3.503544e-16,6.395099e-20,8.091305e-12
192,48.000000,3,6.533440e-12,4.319878e-11,2.803230e-16,-5.407776e-20,-3.451550e-11
193,48.250000,3,6.600942e-12,4.279022e-11,3.504530e-16,1.017234e-19,-4.462247e-11
194,48.500000,3,6.707523e-12,4.238032e-11,3.505003e-16,-1.811195e-19,2.969486e-12
195,48.750000,3,6.966872e-12,4.196776e-11,3.505516e-16,1.789556e-19,-8.156559e-12
196,49.000000,3,6.622258e-12,4.156098e-11,3.506008e-16,3.719666e-20,-1.770659e-11
197,49.250000,3,6.824763e-12,4.115952e-11,3.506501e-16,2.508938e-19,1.923575e-11
198,49.500000,3,6.462386e-12,4.075629e-11,2.805594e-16,5.769088e-20,8.281989e-11
199,49.750000,3,6.711076e-12,4.035750e-11,2.805982e-16,-2.249931e-21,-1.388734e-11
200,50.000000,3,6.743051e-12,3.995915e-11,2.806368e-16,-9.502651e-21,-1.860772e-10
201,50.250000,3,6.583178e-12,3.956568e-11,3.390481e-16,-3.893043e-20,-4.875292e-11
202,50.500000,3,6.444623e-12,3.916956e-11,2.807142e-16,-6.755088e-20,-1.205508e-11
203,50.750000,3,7.233325e-12,3.877831e-11,3.509411e-16,1.548879e-19,2.324457e-11
204,51.000000,3,6.856737e-12,3.838929e-11,2.807915e-16,-1.411501e-20,1.489417e-11
205,51.250000,3,7.087664e-12,3.800071e-11,3.510359e-16,-4.884998e-20,-1.999292e-11
206,51.500000,3,6.824763e-12,3.761924e-11,4.213025e-16,4.453540e-21,7.393058e-11
207,51.750000,3,7.279510e-12,3.723244e-11,2.809063e-16,7.310953e-20,-5.433959e-11
208,52.000000,3,6.796341e-12,3.685496e-11,4.214164e-16,4.119359e-20,-4.129494e-11
209,52.250000,3,6.959766e-12,3.647482e-11,2.809822e-16,-2.652272e-20,4.225348e-11
210,52.500000,3,6.853185e-12,3.609335e-11,2.810202e-16,3.452983e-20,-9.124285e-11
211,52.750000,3,6.533440e-12,3.572032e-11,3.513226e-16,-6.184664e-20,-7.786627e-11
212,53.000000,3,6.938450e-12,3.534417e-11,3.513700e-16,-1.150112e-19,1.176443e-10
213,53.250000,3,6.412648e-12,3.497824e-11,3.514171e-16,5.817396e-20,-1.101698e-10
214,53.500000,3,6.760814e-12,3.460743e-11,3.514620e-16,2.227432e-20,-8.638112e-11
215,53.750000,3,7.009504e-12,3.423750e-11,4.218124e-16,7.792041e-20,2.683920e-11
216,54.000000,3,6.636469e-12,3.387157e-11,3.515569e-16,6.617445e-24,-3.649295e-11
217,54.250000,3,6.856737e-12,3.350742e-11,3.516035e-16,2.075892e-20,2.412828e-11
218,54.500000,3,6.775025e-12,3.314726e-11,3.516500e-16,-9.142662e-20,5.854470e-11
219,54.750000,3,6.725287e-12,3.278666e-11,3.516966e-16,4.229871e-20,9.342316e-11
220,55.000000,3,6.693313e-12,3.242695e-11,2.813945e-16,-1.051975e-19,4.466136e-11
221,55.250000,3,6.462386e-12,3.206857e-11,3.392031e-16,-6.952288e-20,2.201461e-12
222,55.500000,3,6.586731e-12,3.171197e-11,3.518347e-16,1.115039e-20,2.085279e-11
223,55.750000,3,6.465939e-12,3.135847e-11,2.815043e-16,1.142237e-19,3.287495e-11
224,56.000000,3,6.910028e-12,3.100320e-11,3.392243e-16,-8.503417e-21,-1.012593e-10
225,56.250000,3,6.615153e-12,3.065370e-11,2.815775e-16,-1.900199e-19,1.915038e-11
226,56.500000,3,7.048584e-12,3.030776e-11,3.520176e-16,7.614032e-20,-2.270248e-11
227,56.750000,3,7.187140e-12,2.996048e-11,3.392452e-16,1.080099e-19,-1.084818e-11
228,57.000000,3,6.743051e-12,2.961320e-11,3.521087e-16,9.020901e-20,5.764952e-11
229,57.250000,3,6.899370e-12,2.926903e-11,2.817229e-16,5.900114e-20,1.295236e-11
230,57.500000,3,6.735945e-12,2.892797e-11,3.521986e-16,-4.464128e-20,8.633119e-11
231,57.750000,3,6.938450e-12,2.858513e-11,3.522435e-16,1.003072e-19,-5.958398e-11
232,58.000000,3,6.966872e-12,2.824896e-11,3.522869e-16,-1.609363e-20,-1.404726e-11
233,58.250000,3,6.917134e-12,2.790923e-11,3.523334e-16,-1.419707e-19,3.326209e-11
234,58.500000,3,6.664891e-12,2.757305e-11,3.523782e-16,1.678846e-19,-4.700043e-11
235,58.750000,3,6.085799e-12,2.723910e-11,3.524231e-16,-1.270549e-21,-1.413897e-10
236,59.000000,3,6.206591e-12,2.690292e-11,2.819741e-16,-1.812518e-19,-4.440617e-11
237,59.250000,3,6.842527e-12,2.657252e-11,2.820094e-16,-3.968482e-20,-1.268814e-10
238,59.500000,3,6.867396e-12,2.624079e-11,2.820447e-16,-3.274973e-20,4.180645e-11
239,59.750000,3,6.689760e-12,2.591483e-11,3.393259e-16,1.176913e-19,-4.938458e-11
240,60.000000,3,6.401990e-12,2.558753e-11,4.231729e-16,1.029476e-19,1.281558e-11
241,60.250000,3,6.753709e-12,2.488276e-11,3.526868e-16,-2.283680e-20,-2.241657e-11
242,60.500000,3,6.384226e-12,2.404699e-11,4.232788e-16,-2.146037e-20,-7.317144e-11
243,60.750000,3,6.870948e-12,2.342748e-11,3.527764e-16,-3.979070e-20,1.094694e-10
244,61.000000,3,6.959766e-12,2.282041e-11,2.822560e-16,-6.640606e-20,3.641809e-11
245,61.250000,3,6.529888e-12,2.226708e-11,3.393640e-16,2.052070e-20,7.492867e-12
246,61.500000,3,7.045031e-12,2.173373e-11,3.529067e-16,-3.904292e-22,1.097830e-11
247,61.750000,3,6.362910e-12,2.121903e-11,2.823600e-16,1.601422e-21,-3.258446e-11
248,62.000000,3,6.682654e-12,2.071587e-11,3.529934e-16,1.190346e-19,6.795706e-11
249,62.250000,3,6.359357e-12,2.022116e-11,2.824293e-16,-9.651543e-20,5.546413e-11
250,62.500000,3,6.458833e-12,1.974509e-11,2.824639e-16,-4.775148e-20,-4.351930e-11
251,62.750000,3,6.739498e-12,1.927214e-11,2.824985e-16,3.838118e-20,-2.877104e-11
252,63.000000,3,6.693313e-12,1.880407e-11,3.531660e-16,1.310783e-19,5.571327e-11
253,63.250000,3,6.966872e-12,1.834932e-11,3.532086e-16,1.670905e-20,-1.131914e-11
254,63.500000,3,6.220802e-12,1.789546e-11,3.394179e-16,1.027094e-19,-7.156870e-11
255,63.750000,3,6.373568e-12,1.744960e-11,3.532936e-16,9.068546e-20,-4.898665e-11
256,64.000000,3,6.775025e-12,1.700817e-11,2.826689e-16,-9.378905e-20,-6.849887e-11
257,64.250000,3,6.597389e-12,1.657341e-11,2.827028e-16,3.274973e-20,-4.139467e-13
258,64.500000,3,6.249223e-12,1.613953e-11,2.827368e-16,-1.560394e-20,-3.304745e-11
259,64.750000,3,6.593837e-12,1.571143e-11,3.534634e-16,-8.536504e-22,-1.169143e-11
260,65.000000,3,6.458833e-12,1.528777e-11,3.535057e-16,1.523336e-20,-6.244172e-11
261,65.250000,3,6.366463e-12,1.486988e-11,3.535474e-16,-4.008848e-20,-1.473538e-11
262,65.500000,3,5.968559e-12,1.445111e-11,2.828713e-16,-9.574781e-20,2.826528e-11
263,65.750000,3,6.107115e-12,1.403899e-11,2.829047e-16,3.006967e-20,-3.045209e-11
264,66.000000,3,6.373568e-12,1.362999e-11,3.394741e-16,-5.546742e-20,-2.461437e-11
265,66.250000,3,6.419754e-12,1.322098e-11,2.829714e-16,1.141509e-20,-2.805178e-11
266,66.500000,3,6.505019e-12,1.281686e-11,3.394849e-16,1.246859e-19,-8.103906e-11
267,66.750000,3,6.789236e-12,1.241540e-11,3.537975e-16,1.129598e-19,2.744061e-11
268,67.000000,3,6.473044e-12,1.201705e-11,3.538391e-16,1.423412e-20,4.377404e-11
269,67.250000,3,6.409095e-12,1.162315e-11,3.538802e-16,-2.330002e-20,4.495909e-11
270,67.500000,3,6.167511e-12,1.123412e-11,2.831370e-16,1.909993e-19,-6.135431e-11
271,67.750000,3,6.245671e-12,1.095346e-11,3.539621e-16,2.547716e-21,8.842760e-12
272,68.000000,3,6.192380e-12,1.097122e-11,2.832025e-16,-4.620962e-20,-3.324807e-11
273,68.250000,3,6.185275e-12,1.098854e-11,3.540440e-16,-5.280059e-20,-8.915119e-11
274,68.500000,3,6.597389e-12,1.100853e-11,2.832679e-16,3.552244e-20,9.152806e-11
275,68.750000,3,6.313172e-12,1.101919e-11,3.541258e-16,-1.047475e-19,4.027478e-11
276,69.000000,3,6.608047e-12,1.103473e-11,3.541666e-16,5.712178e-20,-6.546774e-11
277,69.250000,3,6.526335e-12,1.105249e-11,3.542064e-16,2.948072e-20,8.138756e-11
