record_type,time_s,time_h,radius_cm,r_cm,is_surface,temperature_C,moisture_kgkg
sample_fixed,98760,27.43333333,1.2020,1.2000,0,50.0049,0.0688
sample_surface,98760,27.43333333,1.2020,1.2020,1,50.0049,0.0620
sample_fixed,98820,27.45000000,1.2020,0.0000,0,50.0049,0.2469
sample_fixed,98820,27.45000000,1.2020,0.1000,0,50.0049,0.2461
sample_fixed,98820,27.45000000,1.2020,0.2000,0,50.0049,0.2438
sample_fixed,98820,27.45000000,1.2020,0.3000,0,50.0049,0.2400
sample_fixed,98820,27.45000000,1.2020,0.4000,0,50.0049,0.2346
sample_fixed,98820,27.45000000,1.2020,0.5000,0,50.0049,0.2275
sample_fixed,98820,27.45000000,1.2020,0.6000,0,50.0049,0.2187
sample_fixed,98820,27.45000000,1.2020,0.7000,0,50.0049,0.2080
sample_fixed,98820,27.45000000,1.2020,0.8000,0,50.0049,0.1951
sample_fixed,98820,27.45000000,1.2020,0.9000,0,50.0049,0.1794
sample_fixed,98820,27.45000000,1.2020,1.0000,0,50.0049,0.1598
sample_fixed,98820,27.45000000,1.2020,1.1000,0,50.0049,0.1331
sample_fixed,98820,27.45000000,1.2020,1.2000,0,50.0049,0.0687
sample_surface,98820,27.45000000,1.2020,1.2020,1,50.0049,0.0620
sample_fixed,98880,27.46666667,1.2020,0.0000,0,50.0049,0.2467
sample_fixed,98880,27.46666667,1.2020,0.1000,0,50.0049,0.2460
sample_fixed,98880,27.46666667,1.2020,0.2000,0,50.0049,0.2437
sample_fixed,98880,27.46666667,1.2020,0.3000,0,50.0049,0.2398
sample_fixed,98880,27.46666667,1.2020,0.4000,0,50.0049,0.2344
sample_fixed,98880,27.46666667,1.2020,0.5000,0,50.0049,0.2274
sample_fixed,98880,27.46666667,1.2020,0.6000,0,50.0049,0.2186
sample_fixed,98880,27.46666667,1.2020,0.7000,0,50.0049,0.2079
sample_fixed,98880,27.46666667,1.2020,0.8000,0,50.0049,0.1949
sample_fixed,98880,27.46666667,1.2020,0.9000,0,50.0049,0.1793
sample_fixed,98880,27.46666667,1.2020,1.0000,0,50.0049,0.1597
sample_fixed,98880,27.46666667,1.2020,1.1000,0,50.0049,0.1331
sample_fixed,98880,27.46666667,1.2020,1.2000,0,50.0049,0.0687
sample_surface,98880,27.46666667,1.2020,1.2020,1,50.0049,0.0620
sample_fixed,98940,27.48333333,1.2020,0.0000,0,50.0049,0.2466
sample_fixed,98940,27.48333333,1.2020,0.1000,0,50.0049,0.2458
sample_fixed,98940,27.48333333,1.2020,0.2000,0,50.0049,0.2435
sample_fixed,98940,27.48333333,1.2020,0.3000,0,50.0049,0.2397
sample_fixed,98940,27.48333333,1.2020,0.4000,0,50.0049,0.2343
sample_fixed,98940,27.48333333,1.2020,0.5000,0,50.0049,0.2272
sample_fixed,98940,27.48333333,1.2020,0.6000,0,50.0049,0.2185
sample_fixed,98940,27.48333333,1.2020,0.7000,0,50.0049,0.2077
sample_fixed,98940,27.48333333,1.2020,0.8000,0,50.0049,0.1948
sample_fixed,98940,27.48333333,1.2020,0.9000,0,50.0049,0.1792
sample_fixed,98940,27.48333333,1.2020,1.0000,0,50.0049,0.1597
sample_fixed,98940,27.48333333,1.2020,1.1000,0,50.0049,0.1330
sample_fixed,98940,27.48333333,1.2020,1.2000,0,50.0049,0.0687
sample_surface,98940,27.48333333,1.2020,1.2020,1,50.0049,0.0620
sample_fixed,99000,27.50000000,1.2020,0.0000,0,50.0049,0.2464
sample_fixed,99000,27.50000000,1.2020,0.1000,0,50.0049,0.2457
sample_fixed,99000,27.50000000,1.2020,0.2000,0,50.0049,0.2434
sample_fixed,99000,27.50000000,1.2020,0.3000,0,50.0049,0.2396
sample_fixed,99000,27.50000000,1.2020,0.4000,0,50.0049,0.2342
sample_fixed,99000,27.50000000,1.2020,0.5000,0,50.0049,0.2271
sample_fixed,99000,27.50000000,1.2020,0.6000,0,50.0049,0.2183
sample_fixed,99000,27.50000000,1.2020,0.7000,0,50.0049,0.2076
sample_fixed,99000,27.50000000,1.2020,0.8000,0,50.0049,0.1947
sample_fixed,99000,27.50000000,1.2020,0.9000,0,50.0049,0.1791
sample_fixed,99000,27.50000000,1.2020,1.0000,0,50.0049,0.1596
sample_fixed,99000,27.50000000,1.2020,1.1000,0,50.0049,0.1330
sample_fixed,99000,27.50000000,1.2020,1.2000,0,50.0049,0.0687
sample_surface,99000,27.50000000,1.2020,1.2020,1,50.0049,0.0619
sample_fixed,99060,27.51666667,1.2020,0.0000,0,50.0049,0.2463
sample_fixed,99060,27.51666667,1.2020,0.1000,0,50.0049,0.2455
sample_fixed,99060,27.51666667,1.2020,0.2000,0,50.0049,0.2432
sample_fixed,99060,27.51666667,1.2020,0.3000,0,50.0049,0.2394
sample_fixed,99060,27.51666667,1.2020,0.4000,0,50.0049,0.2340
sample_fixed,99060,27.51666667,1.2020,0.5000,0,50.0049,0.2270
sample_fixed,99060,27.51666667,1.2020,0.6000,0,50.0049,0.2182
sample_fixed,99060,27.51666667,1.2020,0.7000,0,50.0049,0.2075
sample_fixed,99060,27.51666667,1.2020,0.8000,0,50.0049,0.1946
sample_fixed,99060,27.51666667,1.2020,0.9000,0,50.0049,0.1790
sample_fixed,99060,27.51666667,1.2020,1.0000,0,50.0049,0.1595
sample_fixed,99060,27.51666667,1.2020,1.1000,0,50.0049,0.1329
sample_fixed,99060,27.51666667,1.2020,1.2000,0,50.0049,0.0687
sample_surface,99060,27.51666667,1.2020,1.2020,1,50.0049,0.0619
sample_fixed,99120,27.53333333,1.2020,0.0000,0,50.0049,0.2461
sample_fixed,99120,27.53333333,1.2020,0.1000,0,50.0049,0.2454
sample_fixed,99120,27.53333333,1.2020,0.2000,0,50.0049,0.2431
sample_fixed,99120,27.53333333,1.2020,0.3000,0,50.0049,0.2393
sample_fixed,99120,27.53333333,1.2020,0.4000,0,50.0049,0.2339
sample_fixed,99120,27.53333333,1.2020,0.5000,0,50.0049,0.2268
sample_fixed,99120,27.53333333,1.2020,0.6000,0,50.0049,0.2181
sample_fixed,99120,27.53333333,1.2020,0.7000,0,50.0049,0.2074
sample_fixed,99120,27.53333333,1.2020,0.8000,0,50.0049,0.1945
sample_fixed,99120,27.53333333,1.2020,0.9000,0,50.0049,0.1789
sample_fixed,99120,27.53333333,1.2020,1.0000,0,50.0049,0.1594
sample_fixed,99120,27.53333333,1.2020,1.1000,0,50.0049,0.1329
sample_fixed,99120,27.53333333,1.2020,1.2000,0,50.0049,0.0686
sample_surface,99120,27.53333333,1.2020,1.2020,1,50.0049,0.0619
sample_fixed,99180,27.55000000,1.2020,0.0000,0,50.0049,0.2460
sample_fixed,99180,27.55000000,1.2020,0.1000,0,50.0049,0.2452
sample_fixed,99180,27.55000000,1.2020,0.2000,0,50.0049,0.2429
sample_fixed,99180,27.55000000,1.2020,0.3000,0,50.0049,0.2391
sample_fixed,99180,27.55000000,1.2020,0.4000,0,50.0049,0.2337
sample_fixed,99180,27.55000000,1.2020,0.5000,0,50.0049,0.2267
sample_fixed,99180,27.55000000,1.2020,0.6000,0,50.0049,0.2180
sample_fixed,99180,27.55000000,1.2020,0.7000,0,50.0049,0.2073
sample_fixed,99180,27.55000000,1.2020,0.8000,0,50.0049,0.1944
sample_fixed,99180,27.55000000,1.2020,0.9000,0,50.0049,0.1788
sample_fixed,99180,27.55000000,1.2020,1.0000,0,50.0049,0.1594
sample_fixed,99180,27.55000000,1.2020,1.1000,0,50.0049,0.1328
sample_fixed,99180,27.55000000,1.2020,1.2000,0,50.0049,0.0686
sample_surface,99180,27.55000000,1.2020,1.2020,1,50.0049,0.0619
sample_fixed,99240,27.56666667,1.2020,0.0000,0,50.0049,0.2458
sample_fixed,99240,27.56666667,1.2020,0.1000,0,50.0049,0.2451
sample_fixed,99240,27.56666667,1.2020,0.2000,0,50.0049,0.2428
sample_fixed,99240,27.56666667,1.2020,0.3000,0,50.0049,0.2390
sample_fixed,99240,27.56666667,1.2020,0.4000,0,50.0049,0.2336
sample_fixed,99240,27.56666667,1.2020,0.5000,0,50.0049,0.2266
sample_fixed,99240,27.56666667,1.2020,0.6000,0,50.0049,0.2178
sample_fixed,99240,27.56666667,1.2020,0.7000,0,50.0049,0.2072
sample_fixed,99240,27.56666667,1.2020,0.8000,0,50.0049,0.1943
sample_fixed,99240,27.56666667,1.2020,0.9000,0,50.0049,0.1787
sample_fixed,99240,27.56666667,1.2020,1.0000,0,50.0049,0.1593
sample_fixed,99240,27.56666667,1.2020,1.1000,0,50.0049,0.1327
sample_fixed,99240,27.56666667,1.2020,1.2000,0,50.0049,0.0686
sample_surface,99240,27.56666667,1.2020,1.2020,1,50.0049,0.0619
sample_fixed,99300,27.58333333,1.2020,0.0000,0,50.0049,0.2457
sample_fixed,99300,27.58333333,1.2020,0.1000,0,50.0049,0.2449
sample_fixed,99300,27.58333333,1.2020,0.2000,0,50.0049,0.2426
sample_fixed,99300,27.58333333,1.2020,0.3000,0,50.0049,0.2388
sample_fixed,99300,27.58333333,1.2020,0.4000,0,50.0049,0.2335
sample_fixed,99300,27.58333333,1.2020,0.5000,0,50.0049,0.2264
sample_fixed,99300,27.58333333,1.2020,0.6000,0,50.0049,0.2177
sample_fixed,99300,27.58333333,1.2020,0.7000,0,50.0049,0.2071
sample_fixed,99300,27.58333333,1.2020,0.8000,0,50.0049,0.1942
sample_fixed,99300,27.58333333,1.2020,0.9000,0,50.0049,0.1787
sample_fixed,99300,27.58333333,1.2020,1.0000,0,50.0049,0.1592
sample_fixed,99300,27.58333333,1.2020,1.1000,0,50.0049,0.1327
sample_fixed,99300,27.58333333,1.2020,1.2000,0,50.0049,0.0686
sample_surface,99300,27.58333333,1.2020,1.2020,1,50.0049,0.0618
sample_fixed,99360,27.60000000,1.2020,0.0000,0,50.0049,0.2455
sample_fixed,99360,27.60000000,1.2020,0.1000,0,50.0049,0.2448
sample_fixed,99360,27.60000000,1.2020,0.2000,0,50.0049,0.2425
sample_fixed,99360,27.60000000,1.2020,0.3000,0,50.0049,0.2387
sample_fixed,99360,27.60000000,1.2020,0.4000,0,50.0049,0.2333
sample_fixed,99360,27.60000000,1.2020,0.5000,0,50.0049,0.2263
sample_fixed,99360,27.60000000,1.2020,0.6000,0,50.0049,0.2176
sample_fixed,99360,27.60000000,1.2020,0.7000,0,50.0049,0.2069
sample_fixed,99360,27.60000000,1.2020,0.8000,0,50.0049,0.1941
sample_fixed,99360,27.60000000,1.2020,0.9000,0,50.0049,0.1786
sample_fixed,99360,27.60000000,1.2020,1.0000,0,50.0049,0.1591
sample_fixed,99360,27.60000000,1.2020,1.1000,0,50.0049,0.1326
sample_fixed,99360,27.60000000,1.2020,1.2000,0,50.0049,0.0685
sample_surface,99360,27.60000000,1.2020,1.2020,1,50.0049,0.0618
sample_fixed,99420,27.61666667,1.2020,0.0000,0,50.0049,0.2454
sample_fixed,99420,27.61666667,1.2020,0.1000,0,50.0049,0.2446
sample_fixed,99420,27.61666667,1.2020,0.2000,0,50.0049,0.2423
sample_fixed,99420,27.61666667,1.2020,0.3000,0,50.0049,0.2385
sample_fixed,99420,27.61666667,1.2020,0.4000,0,50.0049,0.2332
sample_fixed,99420,27.61666667,1.2020,0.5000,0,50.0049,0.2262
sample_fixed,99420,27.61666667,1.2020,0.6000,0,50.0049,0.2175
sample_fixed,99420,27.61666667,1.2020,0.7000,0,50.0049,0.2068
sample_fixed,99420,27.61666667,1.2020,0.8000,0,50.0049,0.1940
sample_fixed,99420,27.61666667,1.2020,0.9000,0,50.0049,0.1785
sample_fixed,99420,27.61666667,1.2020,1.0000,0,50.0049,0.1591
sample_fixed,99420,27.61666667,1.2020,1.1000,0,50.0049,0.1326
sample_fixed,99420,27.61666667,1.2020,1.2000,0,50.0049,0.0685
sample_surface,99420,27.61666667,1.2020,1.2020,1,50.0049,0.0618
sample_fixed,99480,27.63333333,1.2020,0.0000,0,50.0049,0.2452
sample_fixed,99480,27.63333333,1.2020,0.1000,0,50.0049,0.2445
sample_fixed,99480,27.63333333,1.2020,0.2000,0,50.0049,0.2422
sample_fixed,99480,27.63333333,1.2020,0.3000,0,50.0049,0.2384
sample_fixed,99480,27.63333333,1.2020,0.4000,0,50.0049,0.2330
sample_fixed,99480,27.63333333,1.2020,0.5000,0,50.0049,0.2261
sample_fixed,99480,27.63333333,1.2020,0.6000,0,50.0049,0.2173
sample_fixed,99480,27.63333333,1.2020,0.7000,0,50.0049,0.2067
sample_fixed,99480,27.63333333,1.2020,0.8000,0,50.0049,0.1939
sample_fixed,99480,27.63333333,1.2020,0.9000,0,50.0049,0.1784
sample_fixed,99480,27.63333333,1.2020,1.0000,0,50.0049,0.1590
sample_fixed,99480,27.63333333,1.2020,1.1000,0,50.0049,0.1325
sample_fixed,99480,27.63333333,1.2020,1.2000,0,50.0049,0.0685
sample_surface,99480,27.63333333,1.2020,1.2020,1,50.0049,0.0618
sample_fixed,99540,27.65000000,1.2020,0.0000,0,50.0049,0.2451
sample_fixed,99540,27.65000000,1.2020,0.1000,0,50.0049,0.2443
sample_fixed,99540,27.65000000,1.2020,0.2000,0,50.0049,0.2421
sample_fixed,99540,27.65000000,1.2020,0.3000,0,50.0049,0.2383
sample_fixed,99540,27.65000000,1.2020,0.4000,0,50.0049,0.2329
sample_fixed,99540,27.65000000,1.2020,0.5000,0,50.0049,0.2259
sample_fixed,99540,27.65000000,1.2020,0.6000,0,50.0049,0.2172
sample_fixed,99540,27.65000000,1.2020,0.7000,0,50.0049,0.2066
sample_fixed,99540,27.65000000,1.2020,0.8000,0,50.0049,0.1938
sample_fixed,99540,27.65000000,1.2020,0.9000,0,50.0049,0.1783
sample_fixed,99540,27.65000000,1.2020,1.0000,0,50.0049,0.1589
sample_fixed,99540,27.65000000,1.2020,1.1000,0,50.0049,0.1325
sample_fixed,99540,27.65000000,1.2020,1.2000,0,50.0049,0.0685
sample_surface,99540,27.65000000,1.2020,1.2020,1,50.0049,0.0618
sample_fixed,99600,27.66666667,1.2020,0.0000,0,50.0049,0.2449
sample_fixed,99600,27.66666667,1.2020,0.1000,0,50.0049,0.2442
sample_fixed,99600,27.66666667,1.2020,0.2000,0,50.0049,0.2419
sample_fixed,99600,27.66666667,1.2020,0.3000,0,50.0049,0.2381
sample_fixed,99600,27.66666667,1.2020,0.4000,0,50.0049,0.2328
sample_fixed,99600,27.66666667,1.2020,0.5000,0,50.0049,0.2258
sample_fixed,99600,27.66666667,1.2020,0.6000,0,50.0049,0.2171
sample_fixed,99600,27.66666667,1.2020,0.7000,0,50.0049,0.2065
sample_fixed,99600,27.66666667,1.2020,0.8000,0,50.0049,0.1937
sample_fixed,99600,27.66666667,1.2020,0.9000,0,50.0049,0.1782
sample_fixed,99600,27.66666667,1.2020,1.0000,0,50.0049,0.1588
sample_fixed,99600,27.66666667,1.2020,1.1000,0,50.0049,0.1324
sample_fixed,99600,27.66666667,1.2020,1.2000,0,50.0049,0.0685
sample_surface,99600,27.66666667,1.2020,1.2020,1,50.0049,0.0618
sample_fixed,99660,27.68333333,1.2020,0.0000,0,50.0049,0.2448
sample_fixed,99660,27.68333333,1.2020,0.1000,0,50.0049,0.2440
sample_fixed,99660,27.68333333,1.2020,0.2000,0,50.0049,0.2418
sample_fixed,99660,27.68333333,1.2020,0.3000,0,50.0049,0.2380
sample_fixed,99660,27.68333333,1.2020,0.4000,0,50.0049,0.2326
sample_fixed,99660,27.68333333,1.2020,0.5000,0,50.0049,0.2257
sample_fixed,99660,27.68333333,1.2020,0.6000,0,50.0049,0.2170
sample_fixed,99660,27.68333333,1.2020,0.7000,0,50.0049,0.2064
sample_fixed,99660,27.68333333,1.2020,0.8000,0,50.0049,0.1936
sample_fixed,99660,27.68333333,1.2020,0.9000,0,50.0049,0.1781
sample_fixed,99660,27.68333333,1.2020,1.0000,0,50.0049,0.1588
sample_fixed,99660,27.68333333,1.2020,1.1000,0,50.0049,0.1324
sample_fixed,99660,27.68333333,1.2020,1.2000,0,50.0049,0.0684
sample_surface,99660,27.68333333,1.2020,1.2020,1,50.0049,0.0617
sample_fixed,99720,27.70000000,1.2020,0.0000,0,50.0049,0.2446
sample_fixed,99720,27.70000000,1.2020,0.1000,0,50.0049,0.2439
sample_fixed,99720,27.70000000,1.2020,0.2000,0,50.0049,0.2416
sample_fixed,99720,27.70000000,1.2020,0.3000,0,50.0049,0.2378
sample_fixed,99720,27.70000000,1.2020,0.4000,0,50.0049,0.2325
sample_fixed,99720,27.70000000,1.2020,0.5000,0,50.0049,0.2255
sample_fixed,99720,27.70000000,1.2020,0.6000,0,50.0049,0.2168
sample_fixed,99720,27.70000000,1.2020,0.7000,0,50.0049,0.2063
sample_fixed,99720,27.70000000,1.2020,0.8000,0,50.0049,0.1935
sample_fixed,99720,27.70000000,1.2020,0.9000,0,50.0049,0.1780
sample_fixed,99720,27.70000000,1.2020,1.0000,0,50.0049,0.1587
sample_fixed,99720,27.70000000,1.2020,1.1000,0,50.0049,0.1323
sample_fixed,99720,27.70000000,1.2020,1.2000,0,50.0049,0.0684
sample_surface,99720,27.70000000,1.2020,1.2020,1,50.0049,0.0617
sample_fixed,99780,27.71666667,1.2020,0.0000,0,50.0049,0.2445
sample_fixed,99780,27.71666667,1.2020,0.1000,0,50.0049,0.2437
sample_fixed,99780,27.71666667,1.2020,0.2000,0,50.0049,0.2415
sample_fixed,99780,27.71666667,1.2020,0.3000,0,50.0049,0.2377
sample_fixed,99780,27.71666667,1.2020,0.4000,0,50.0049,0.2324
sample_fixed,99780,27.71666667,1.2020,0.5000,0,50.0049,0.2254
sample_fixed,99780,27.71666667,1.2020,0.6000,0,50.0049,0.2167
sample_fixed,99780,27.71666667,1.2020,0.7000,0,50.0049,0.2061
sample_fixed,99780,27.71666667,1.2020,0.8000,0,50.0049,0.1934
sample_fixed,99780,27.71666667,1.2020,0.9000,0,50.0049,0.1779
sample_fixed,99780,27.71666667,1.2020,1.0000,0,50.0049,0.1586
sample_fixed,99780,27.71666667,1.2020,1.1000,0,50.0049,0.1322
sample_fixed,99780,27.71666667,1.2020,1.2000,0,50.0049,0.0684
sample_surface,99780,27.71666667,1.2020,1.2020,1,50.0049,0.0617
sample_fixed,99840,27.73333333,1.2020,0.0000,0,50.0049,0.2443
sample_fixed,99840,27.73333333,1.2020,0.1000,0,50.0049,0.2436
sample_fixed,99840,27.73333333,1.2020,0.2000,0,50.0049,0.2413
sample_fixed,99840,27.73333333,1.2020,0.3000,0,50.0049,0.2376
sample_fixed,99840,27.73333333,1.2020,0.4000,0,50.0049,0.2322
sample_fixed,99840,27.73333333,1.2020,0.5000,0,50.0049,0.2253
sample_fixed,99840,27.73333333,1.2020,0.6000,0,50.0049,0.2166
sample_fixed,99840,27.73333333,1.2020,0.7000,0,50.0049,0.2060
sample_fixed,99840,27.73333333,1.2020,0.8000,0,50.0049,0.1933
sample_fixed,99840,27.73333333,1.2020,0.9000,0,50.0049,0.1778
sample_fixed,99840,27.73333333,1.2020,1.0000,0,50.0049,0.1586
sample_fixed,99840,27.73333333,1.2020,1.1000,0,50.0049,0.1322
sample_fixed,99840,27.73333333,1.2020,1.2000,0,50.0049,0.0684
sample_surface,99840,27.73333333,1.2020,1.2020,1,50.0049,0.0617
sample_fixed,99900,27.75000000,1.2020,0.0000,0,50.0049,0.2442
sample_fixed,99900,27.75000000,1.2020,0.1000,0,50.0049,0.2434
sample_fixed,99900,27.75000000,1.2020,0.2000,0,50.0049,0.2412
sample_fixed,99900,27.75000000,1.2020,0.3000,0,50.0049,0.2374
sample_fixed,99900,27.75000000,1.2020,0.4000,0,50.0049,0.2321
sample_fixed,99900,27.75000000,1.2020,0.5000,0,50.0049,0.2251
sample_fixed,99900,27.75000000,1.2020,0.6000,0,50.0049,0.2165
sample_fixed,99900,27.75000000,1.2020,0.7000,0,50.0049,0.2059
sample_fixed,99900,27.75000000,1.2020,0.8000,0,50.0049,0.1932
sample_fixed,99900,27.75000000,1.2020,0.9000,0,50.0049,0.1778
sample_fixed,99900,27.75000000,1.2020,1.0000,0,50.0049,0.1585
sample_fixed,99900,27.75000000,1.2020,1.1000,0,50.0049,0.1321
sample_fixed,99900,27.75000000,1.2020,1.2000,0,50.0049,0.0684
sample_surface,99900,27.75000000,1.2020,1.2020,1,50.0049,0.0617
sample_fixed,99960,27.76666667,1.2020,0.0000,0,50.0049,0.2440
sample_fixed,99960,27.76666667,1.2020,0.1000,0,50.0049,0.2433
sample_fixed,99960,27.76666667,1.2020,0.2000,0,50.0049,0.2410
sample_fixed,99960,27.76666667,1.2020,0.3000,0,50.0049,0.2373
sample_fixed,99960,27.76666667,1.2020,0.4000,0,50.0049,0.2319
sample_fixed,99960,27.76666667,1.2020,0.5000,0,50.0049,0.2250
sample_fixed,99960,27.76666667,1.2020,0.6000,0,50.0049,0.2164
sample_fixed,99960,27.76666667,1.2020,0.7000,0,50.0049,0.2058
sample_fixed,99960,27.76666667,1.2020,0.8000,0,50.0049,0.1931
sample_fixed,99960,27.76666667,1.2020,0.9000,0,50.0049,0.1777
sample_fixed,99960,27.76666667,1.2020,1.0000,0,50.0049,0.1584
sample_fixed,99960,27.76666667,1.2020,1.1000,0,50.0049,0.1321
sample_fixed,99960,27.76666667,1.2020,1.2000,0,50.0049,0.0683
sample_surface,99960,27.76666667,1.2020,1.2020,1,50.0049,0.0616
sample_fixed,100020,27.78333333,1.2020,0.0000,0,50.0049,0.2439
sample_fixed,100020,27.78333333,1.2020,0.1000,0,50.0049,0.2431
sample_fixed,100020,27.78333333,1.2020,0.2000,0,50.0049,0.2409
sample_fixed,100020,27.78333333,1.2020,0.3000,0,50.0049,0.2371
sample_fixed,100020,27.78333333,1.2020,0.4000,0,50.0049,0.2318
sample_fixed,100020,27.78333333,1.2020,0.5000,0,50.0049,0.2249
sample_fixed,100020,27.78333333,1.2020,0.6000,0,50.0049,0.2162
sample_fixed,100020,27.78333333,1.2020,0.7000,0,50.0049,0.2057
sample_fixed,100020,27.78333333,1.2020,0.8000,0,50.0049,0.1930
sample_fixed,100020,27.78333333,1.2020,0.9000,0,50.0049,0.1776
sample_fixed,100020,27.78333333,1.2020,1.0000,0,50.0049,0.1583
sample_fixed,100020,27.78333333,1.2020,1.1000,0,50.0049,0.1320
sample_fixed,100020,27.78333333,1.2020,1.2000,0,50.0049,0.0683
sample_surface,100020,27.78333333,1.2020,1.2020,1,50.0049,0.0616
sample_fixed,100080,27.80000000,1.2020,0.0000,0,50.0049,0.2437
sample_fixed,100080,27.80000000,1.2020,0.1000,0,50.0049,0.2430
sample_fixed,100080,27.80000000,1.2020,0.2000,0,50.0049,0.2407
sample_fixed,100080,27.80000000,1.2020,0.3000,0,50.0049,0.2370
sample_fixed,100080,27.80000000,1.2020,0.4000,0,50.0049,0.2317
sample_fixed,100080,27.80000000,1.2020,0.5000,0,50.0049,0.2248
sample_fixed,100080,27.80000000,1.2020,0.6000,0,50.0049,0.2161
sample_fixed,100080,27.80000000,1.2020,0.7000,0,50.0049,0.2056
sample_fixed,100080,27.80000000,1.2020,0.8000,0,50.0049,0.1929
sample_fixed,100080,27.80000000,1.2020,0.9000,0,50.0049,0.1775
sample_fixed,100080,27.80000000,1.2020,1.0000,0,50.0049,0.1583
sample_fixed,100080,27.80000000,1.2020,1.1000,0,50.0049,0.1320
sample_fixed,100080,27.80000000,1.2020,1.2000,0,50.0049,0.0683
sample_surface,100080,27.80000000,1.2020,1.2020,1,50.0049,0.0616
sample_fixed,100140,27.81666667,1.2020,0.0000,0,50.0049,0.2436
sample_fixed,100140,27.81666667,1.2020,0.1000,0,50.0049,0.2428
sample_fixed,100140,27.81666667,1.2020,0.2000,0,50.0049,0.2406
sample_fixed,100140,27.81666667,1.2020,0.3000,0,50.0049,0.2368
sample_fixed,100140,27.81666667,1.2020,0.4000,0,50.0049,0.2315
sample_fixed,100140,27.81666667,1.2020,0.5000,0,50.0049,0.2246
sample_fixed,100140,27.81666667,1.2020,0.6000,0,50.0049,0.2160
sample_fixed,100140,27.81666667,1.2020,0.7000,0,50.0049,0.2055
sample_fixed,100140,27.81666667,1.2020,0.8000,0,50.0049,0.1928
sample_fixed,100140,27.81666667,1.2020,0.9000,0,50.0049,0.1774
sample_fixed,100140,27.81666667,1.2020,1.0000,0,50.0049,0.1582
sample_fixed,100140,27.81666667,1.2020,1.1000,0,50.0049,0.1319
sample_fixed,100140,27.81666667,1.2020,1.2000,0,50.0049,0.0683
sample_surface,100140,27.81666667,1.2020,1.2020,1,50.0049,0.0616
sample_fixed,100200,27.83333333,1.2020,0.0000,0,50.0049,0.2434
sample_fixed,100200,27.83333333,1.2020,0.1000,0,50.0049,0.2427
sample_fixed,100200,27.83333333,1.2020,0.2000,0,50.0049,0.2405
sample_fixed,100200,27.83333333,1.2020,0.3000,0,50.0049,0.2367
sample_fixed,100200,27.83333333,1.2020,0.4000,0,50.0049,0.2314
sample_fixed,100200,27.83333333,1.2020,0.5000,0,50.0049,0.2245
sample_fixed,100200,27.83333333,1.2020,0.6000,0,50.0049,0.2159
sample_fixed,100200,27.83333333,1.2020,0.7000,0,50.0049,0.2054
sample_fixed,100200,27.83333333,1.2020,0.8000,0,50.0049,0.1927
sample_fixed,100200,27.83333333,1.2020,0.9000,0,50.0049,0.1773
sample_fixed,100200,27.83333333,1.2020,1.0000,0,50.0049,0.1581
sample_fixed,100200,27.83333333,1.2020,1.1000,0,50.0049,0.1319
sample_fixed,100200,27.83333333,1.2020,1.2000,0,50.0049,0.0683
sample_surface,100200,27.83333333,1.2020,1.2020,1,50.0049,0.0616
sample_fixed,100260,27.85000000,1.2020,0.0000,0,50.0049,0.2433
sample_fixed,100260,27.85000000,1.2020,0.1000,0,50.0049,0.2425
sample_fixed,100260,27.85000000,1.2020,0.2000,0,50.0049,0.2403
sample_fixed,100260,27.85000000,1.2020,0.3000,0,50.0049,0.2366
sample_fixed,100260,27.85000000,1.2020,0.4000,0,50.0049,0.2313
sample_fixed,100260,27.85000000,1.2020,0.5000,0,50.0049,0.2244
sample_fixed,100260,27.85000000,1.2020,0.6000,0,50.0049,0.2157
sample_fixed,100260,27.85000000,1.2020,0.7000,0,50.0049,0.2053
sample_fixed,100260,27.85000000,1.2020,0.8000,0,50.0049,0.1926
sample_fixed,100260,27.85000000,1.2020,0.9000,0,50.0049,0.1772
sample_fixed,100260,27.85000000,1.2020,1.0000,0,50.0049,0.1580
sample_fixed,100260,27.85000000,1.2020,1.1000,0,50.0049,0.1318
sample_fixed,100260,27.85000000,1.2020,1.2000,0,50.0049,0.0682
sample_surface,100260,27.85000000,1.2020,1.2020,1,50.0049,0.0615
sample_fixed,100320,27.86666667,1.2020,0.0000,0,50.0049,0.2431
sample_fixed,100320,27.86666667,1.2020,0.1000,0,50.0049,0.2424
sample_fixed,100320,27.86666667,1.2020,0.2000,0,50.0049,0.2402
sample_fixed,100320,27.86666667,1.2020,0.3000,0,50.0049,0.2364
sample_fixed,100320,27.86666667,1.2020,0.4000,0,50.0049,0.2311
sample_fixed,100320,27.86666667,1.2020,0.5000,0,50.0049,0.2242
sample_fixed,100320,27.86666667,1.2020,0.6000,0,50.0049,0.2156
sample_fixed,100320,27.86666667,1.2020,0.7000,0,50.0049,0.2051
sample_fixed,100320,27.86666667,1.2020,0.8000,0,50.0049,0.1925
sample_fixed,100320,27.86666667,1.2020,0.9000,0,50.0049,0.1771
sample_fixed,100320,27.86666667,1.2020,1.0000,0,50.0049,0.1580
sample_fixed,100320,27.86666667,1.2020,1.1000,0,50.0049,0.1317
sample_fixed,100320,27.86666667,1.2020,1.2000,0,50.0049,0.0682
sample_surface,100320,27.86666667,1.2020,1.2020,1,50.0049,0.0615
sample_fixed,100380,27.88333333,1.2020,0.0000,0,50.0049,0.2430
sample_fixed,100380,27.88333333,1.2020,0.1000,0,50.0049,0.2423
